,num,product_page,product_description
5263,5263,https://ap0cene.com/collections/hyper-objects/products/ho_03,"

Computationally Grown ObjectConceived in the ChthuluceneFinished by Italian Artisans in the Lombardy RegionThis item is handmade.Material: 925 SilverDetails: This ring is adjustable. 
Dispatch Time: 2-3 business daysCare Instructions: It is better to wash your silver by hand in hot, sudsy water as soon as possible after use. Rinse well in clear hot water and hand-dry immediately and thoroughly. For silver that is tarnished, clean with a good quality silver polish and avoid ""dip"" polishes.
Size: 
Length: 1.4""
Width: 0.8""

In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@hyperobjects__
"
5288,5288,https://ap0cene.com/collections/hyper-objects/products/ho_14,"

Computationally Grown ObjectConceived in the ChthuluceneFinished by Italian Artisans in the Lombardy RegionThis item is handmade.Material: 925 SilverDetails: This lip jewel is one size 
Dispatch Time: 2-3 business daysCare Instructions: It is better to wash your silver by hand in hot, sudsy water as soon as possible after use. Rinse well in clear hot water and hand-dry immediately and thoroughly. For silver that is tarnished, clean with a good quality silver polish and avoid ""dip"" polishes.
Size: 
Length: 1.3""
Width: .9""

In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@hyperobjects__
"
5297,5297,https://ap0cene.com/collections/hyper-objects/products/manta-rei,"

Computationally Grown ObjectConceived in the ChthuluceneFinished by Italian Artisans in the Lombardy RegionThis item is handmade.Material: 925 SilverDetails: Adjustable 
Dispatch Time: 2-3 business daysCare Instructions: It is better to wash your silver by hand in hot, sudsy water as soon as possible after use. Rinse well in clear hot water and hand-dry immediately and thoroughly. For silver that is tarnished, clean with a good quality silver polish and avoid ""dip"" polishes.
Size: 
Length: 1.57""
Width: 1.9""

In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@hyperobjects__
"
5313,5313,https://ap0cene.com/collections/hyper-objects/products/ho_12,"

Computationally Grown ObjectConceived in the ChthuluceneFinished by Italian Artisans in the Lombardy RegionThis item is handmade.Material: 925 SilverDetails: This Precious piece is Designed to fix to both, female-male-non binary-non human. With a total length of 40 cm.
Dispatch Time: 2-3 business daysCare Instructions: It is better to wash your silver by hand in hot, sudsy water as soon as possible after use. Rinse well in clear hot water and hand-dry immediately and thoroughly. For silver that is tarnished, clean with a good quality silver polish and avoid ""dip"" polishes.
Size: One Size
Length: 15.8""
Width: 2.2""

In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@hyperobjects__
"
5349,5349,https://ap0cene.com/collections/itiya-studio/products/the-ninja-turtle-corset-dress,"
The dress' textile is made from the designers brother's drawings from when he was 10. The dress features underwire cups and is made from stretch Lycra. The skirt length can be adjusted from midi to maxi as it has drawstrings on both sides. This item is handmade.Color:  Multicolor Material: 100% lycraDetails: Underwire Dispatch Time: 2-3 business daysCare Instructions: Machine wash and tumble dry 
Size: Model wears a size Small     Small fits a B cup best; Medium fits a C cup best In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @Itiyastudio

"
5413,5413,https://ap0cene.com/collections/itiya-studio/products/the-chimichurri-sauce-corset,"
 This corset is a B cup and is fully boned however the cup could be easily used by A or C and still look perfect. Although the material looks stretchy, it is lined with power mesh that prevents it from stretching. Doesn't it look like a 50's swimming suit that's been warped into a fancy corset ? This item is handmade.Color:  MulticoloredMaterial: Lycra, power mesh Details: Boned, non adjustable, elasticated straps Dispatch Time: 2-3 business daysCare Instructions: Hand wash or dry clean Size: Waist: 25”  Chest: 32” Model is an XS and cup size is B

    In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @Itiyastudio
"
5477,5477,https://ap0cene.com/collections/jackson-de-ville/products/silicone-crystal-bag,"
The Silicone & Crystal Bag is handmade of recycled silicone and various handpicked crystals. This sparkly baby is the perfect way to glam up your look. This item is handmade.Color:  Seafoam green, dusty pink, or violet. Material: 98% silicone, 2% glass, and metal.Details: Top handles with no closure.Dispatch Time: Within 2-3 business days.Care Instructions: Keep in dry place, keep away from moisture. Dimensions:  Length: 7.8'' Width: 6.2'' Depth: 2''
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @jackson_de_ville

"
5513,5513,https://ap0cene.com/collections/jackson-de-ville/products/silicone-crystal-top,"
            This Silicone & Crystal Top is handmade with recycled silicone and a range of handpicked sparkly crystals. Matched here with the Silicone & Crystal Skirt.This item is handmade.Color:  Seafoam Green and Dusty Pink Material: 98% silicone, 2% glass, and metalDetails: Adjustable with metal fastener.Dispatch Time: Within 2-3 business days.Care Instructions: Keep in a dry place and away from moisture. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @jackson_de_ville

"
5577,5577,https://ap0cene.com/collections/jackson-de-ville/products/silicone-crystal-skirt,"
The Silicone & Crystal Skirt is handmade of recycled silicone and a range of sparkly handpicked crystals. Matched with the Silicone & Crystal Top.This item is handmade.Color:  Seafoam green or dusty pink. Material: 98% silicone, 2% glass and metal Details: Metal fastening, adjustable.
Fit: S-MDispatch Time: Within 1-2 business days.Care Instructions: Keep in a dry place, keep away from moisture.      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @jackson_de_ville

"
5641,5641,https://ap0cene.com/collections/jackson-de-ville/products/spiky-top,"
            Looking sharp. The white Spiky Top is embellished with hand-sculpted spikes for a daring silhouette. Super comfy, extra long sleeves. This item is handmade.Color: White Material: 100% polyester Details: Extra long sleeves, hand-sculpted details Dispatch Time: Within 1-2 business days.Care Instructions: Keep hand-sculpted elements away from moisture, hand wash. Lay flat to dry. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @jackson_de_ville

"
5722,5722,https://ap0cene.com/collections/jackson-de-ville/products/spiky-pant,"
            The perfect low-rise.These white Spiky Pants are a perfect match for the white Spiky Top. Super comfy, extra long, with slits on the bottom sides. This item is handmade.Color: White Material: 100% polyester Details: Extra long, slits on the sides. Dispatch Time: Within 1-2 business days.Care Instructions: Machine wash, low temperature. Lay flat to dry.     In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @jackson_de_ville

"
5803,5803,https://ap0cene.com/collections/jackson-de-ville/products/marble-top,"
This Marble Top is handmade of numerous pieces of marble printed faux leather gathered with metal rings. 
This item is handmade.Color:  White marble or black marble. Material: 98% PU, 2% metal Details: Adjustable with metal fastener.Dispatch Time: Within 2-3 business days.Care Instructions: Do not wash.     In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @jackson_de_ville

"
5852,5852,https://ap0cene.com/collections/jackson-de-ville/products/marble-skirt,"
            Why not be the villain? The Marble Skirt is handmade using numerous pieces of marble printed faux leather gathered with metal rings. This item is handmade. Color:  White marble or black marble. Material: 98% PU, 2% metal Details: Metal zipper fastening.Dispatch Time: Within 2-3 business days.Care Instructions: Don't wash. Don't fold to avoid creases.      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @jackson_de_ville

"
